event_id,stations,network_time,ref_time,feature_0,feature_1a,feature_3,feature_4,feature_5,feature_10,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_24,feature_27,feature_28,feature_29,feature_30,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_68,feature_70,feature_71,kmeansLabels
20101230T035829Z,"['2C.BB03.', '2C.BB10.', '2C.BB13.']",5.865946803,2010-12-30T03:58:29.992026Z,0.760022703,-0.329078241,-0.422280405,1.176891138,-0.416977353,-0.558269602,-0.087932641,0.060136065,0.199830761,-0.079240591,-0.591434703,1.239333504,-0.361029584,-0.158475934,0.149971702,1.069034088,-0.284037888,-0.023395225,-0.527125333,-0.257751267,0.29555126,-0.115233196,-0.5458799,-0.677614649,-0.707351372,-0.950106619,-0.490260617,0.47134622,0.053554253,-0.152804699,4
20101230T042632Z,"['2C.BB12.', '2C.BB10.', '2C.BB08.']",5.865946803,2010-12-30T04:26:32.632026Z,-0.506681802,-0.293342368,1.501636787,-0.793041339,-0.35928168,-0.289391116,-0.176600882,-0.14083077,-0.161318967,-0.082672948,-0.471272164,1.172613284,-0.336336444,-0.149427704,-0.081513808,0.079629046,-0.378891872,-0.332852639,-0.66388974,-0.113039814,0.119742815,-0.321503271,-0.592587277,-0.456249778,-0.65556001,0.192959157,-1.400664699,0.848162956,0.380019591,0.060468907,4
20101230T043704Z,"['2C.BB12.', '2C.BB10.', '2C.BB11.']",5.865946803,2010-12-30T04:37:04.527973Z,-0.506681802,-0.968411302,-0.260488305,1.738741533,0.275304865,-0.549168663,-2.271744931,-0.941327512,-0.957545809,-0.086671276,-0.585251627,1.187315852,-0.342561322,0.03472163,-1.10747059,-0.050733215,-0.546487993,0.429571819,-0.493869207,0.011253829,-0.975122237,-1.236495758,-1.213551188,-1.299503019,-1.361337062,-1.127087261,-0.421180279,1.745936433,-0.165473363,0.655089931,6
20101230T044732Z,"['2C.BB12.', '2C.BB10.', '2C.BB13.', '2C.BB08.']",5.865946803,2010-12-30T04:47:32.137973Z,0.506681802,-0.561505763,0.274647562,0.862273701,-0.208458457,0.609811776,0.21911558,0.183049319,0.253857957,0.054687911,-0.257109664,0.61597714,0.143765646,0.275249583,0.649096125,0.141910517,-0.294609727,-0.144526716,0.098272052,0.157804495,0.167833344,0.109835476,-0.098893153,0.059876374,-0.082615708,0.504480384,-1.138322124,-0.995824468,0.351570373,-2.309753435,4
20101230T050208Z,"['2C.BB12.', '2C.BB13.', '2C.BB08.']",5.865946803,2010-12-30T05:02:08.597973Z,0.506681802,-0.245652055,0.710505256,-0.049222672,-0.377889777,0.008333379,-0.180480206,0,0.125835453,-0.013403575,-0.483203596,0.119226285,-0.360939305,-0.163827305,0.050327626,0.532123085,-0.224260308,-0.064393173,0.133341623,-0.17683943,-0.01775262,-0.175920041,-0.38629631,-0.888238122,-0.640734429,0.042604688,-0.364502013,0.838542052,-0.020905899,0.240137353,4
20101230T050517Z,"['2C.BB12.', '2C.BB08.', '2C.BB04.', '2C.BB01.', '2C.BB11.', '2C.BB13.', '2C.BB16.']",5.865946803,2010-12-30T05:05:17.057027Z,-0.253340901,0.858723933,0.341128681,1.294879092,-0.341074698,0.166295325,0.485908969,0.62140862,1.174478572,0.333655299,0.719925481,1.238975632,-0.105935122,-0.087870276,1.130358306,0.670501615,0.498401413,0.007292673,0.690269009,0.549719453,0.138402895,0.690213256,1.154310505,1.045840078,0.998720072,0.210649726,-0.955169231,-0.670982901,-0.206130513,-1.765288407,3
20101230T051130Z,"['2C.BB08.', '2C.BB13.', '2C.BB12.']",5.865946803,2010-12-30T05:11:30.252026Z,-0.253340901,-0.52865993,1.215184061,0.324646861,-0.685395927,-0.652441555,-0.282243842,-0.054958046,-0.005940317,-0.146236574,-0.498529607,-0.271249086,-0.124403441,-0.137749437,-0.114207963,-0.00108235,-0.333134298,-0.376028872,0.390749296,-0.124070843,0.093920328,-0.243154933,-0.612159674,-0.627546468,-0.453963072,0.2920883,-0.676070691,0.207243294,-0.44143477,-0.551925348,4
20101230T051445Z,"['2C.BB13.', '2C.BB11.', '2C.BB16.']",5.865946803,2010-12-30T05:14:45.882027Z,2.28006811,-0.345114319,0.081261954,1.493902047,-0.376170678,0.276886419,-0.148162474,0.14723887,0.213417728,-0.034143909,-0.553915973,0.113624704,-0.207388764,0.04904894,0.125195368,1.074822217,-0.379143633,0.105319376,-0.487401801,-0.281586246,0.263923781,-0.188165238,-0.719413451,-0.866747278,-0.876744555,-1.053106401,-0.031091394,0.268211348,-0.994081616,-1.358130424,4
20101230T052210Z,"['2C.BB16.', '2C.BB08.', '2C.BB12.', '2C.BB11.', '2C.BB13.', '2C.BB10.']",5.865946803,2010-12-30T05:22:10.507973Z,-0.506681802,0.567649887,0.746070418,0.097620357,-0.486918244,1.282494511,0.251094246,0.382596001,0.715288799,0.36480857,0.040920411,-0.194929739,-0.236759689,-0.207732662,0.709230714,0.688374374,0.012823908,-0.424216358,0.890620897,-0.255416358,0.279850057,0.26644292,0.27338353,0.314766161,0.216604096,0.172766024,-1.233614616,0.476870382,-0.379681296,-0.574547768,3
20101230T052733Z,"['2C.BB11.', '2C.BB12.', '2C.BB13.']",5.865946803,2010-12-30T05:27:33.857973Z,-0.506681802,-0.966175726,0.746070418,2.963495274,-0.450734502,-0.288463858,-2.171620941,-0.753559328,-0.620236615,0.337964459,-0.342988426,1.254920404,-0.238563722,0.010375297,-1.109673499,-0.052165563,-0.6040318,-0.343448513,0.890620897,-0.255416358,-0.66961241,-1.15220886,-1.230313573,-1.147027558,-1.217944955,-0.579989593,-0.524322679,1.848111312,-0.594560673,0.680432926,6
20101230T052926Z,"['2C.BB08.', '2C.BB10.', '2C.BB12.']",5.865946803,2010-12-30T05:29:26.452973Z,1.520045407,-0.677738426,0.233262304,-1.336994344,-0.2474727,-0.29419998,-0.200735933,0.04970665,0.220099131,0.132819044,-0.364049626,0.007587493,-0.486220134,-0.023928226,0.276567487,0.289562775,-0.174347369,-0.155941916,-0.04137337,-0.090579979,0.305006767,-0.025645287,-0.222758946,-0.245539678,-0.073430934,-0.087026011,-0.598351063,-0.825819186,0.25210519,-0.570035881,4
20101230T054008Z,"['2C.BB10.', '2C.BB13.', '2C.BB08.']",5.865946803,2010-12-30T05:40:08.557026Z,0,-0.305217614,1.004976316,0.646955479,-0.352517339,-0.314720412,-0.262085471,-0.300949514,-0.352026677,-0.12921321,-0.597907868,-0.211140192,-0.269392018,0.08124559,-0.140639093,0.82113012,-0.51801962,-0.067312451,0.306911478,-0.425075928,-0.012635547,-0.469591453,-0.713886576,-1.111893963,-0.885591834,-0.95751162,-0.533844073,0.80783212,-0.683278352,0.328355668,8
20101230T054158Z,"['2C.BB13.', '2C.BB01.', '2C.BB08.', '2C.BB16.']",5.865946803,2010-12-30T05:41:58.762974Z,-0.506681802,0.036402447,0.564137887,0.27393074,-0.389622361,0.356665457,-0.141013239,0.378123113,0.732660996,-0.047614104,-0.494278943,-0.272047687,-0.2481678,-0.20886266,0.325620969,0.748469003,-0.0933569,-0.2453552,-0.233224161,-0.359526706,0.322609148,0.172150316,-0.207485155,-0.264994822,-0.144355649,-0.584908149,-0.187751731,0.685249231,-0.61450875,0.218395792,4
20101230T054309Z,"['2C.BB07.', '2C.BB15.', '2C.BB13.']",5.865946803,2010-12-30T05:43:09.957026Z,2.28006811,-1.305854363,0.889519435,0.086648257,-0.383994382,-0.66965231,-2.255415243,-0.976530327,-1.027288222,-0.076273758,-0.588677282,1.15903452,-0.399407235,0.00866407,-1.100421979,0.099985609,-0.97640557,-0.278385848,-1.342767622,-0.498577722,-0.440820545,-1.260400824,-1.824135036,-1.662236645,-1.877826789,-1.031353193,-0.764564852,1.524417947,-0.264175331,0.683910504,8
20101230T055902Z,"['2C.BB10.', '2C.BB01.', '2C.BB08.']",5.865946803,2010-12-30T05:59:02.697973Z,-0.506681802,-0.826679248,0.335617787,-0.519905047,-0.580425718,-0.300492781,-0.270413531,-0.177305891,-0.142692573,-0.232413719,-0.659521705,0.055112012,-0.237786945,-0.166550858,0.201616595,0.942022993,-0.222553098,-0.062308717,-0.740037061,-0.156739671,-0.105047339,-0.209346723,-0.420510729,-0.579870054,-0.435266096,-0.687564242,0.414702456,0.890727236,-0.369252427,-0.440380385,4
20101230T060629Z,"['2C.BB08.', '2C.BB16.', '2C.BB13.']",5.865946803,2010-12-30T06:06:29.472973Z,-0.506681802,-0.94015876,1.1325078,-0.359775459,-0.449452726,0,-0.222252284,-0.236817432,-0.311285816,-0.166001393,-0.622972509,-0.341289288,-0.393744531,-0.230222042,-0.098993919,0.821281834,-0.542070817,-0.164248625,-1.072155581,-0.232869978,0.140294599,-0.409906013,-0.676583575,-1.003193555,-0.766613635,-0.618394081,-0.281803938,0.580422381,-0.433097705,0.128937892,4
20101230T061302Z,"['2C.BB13.', '2C.BB08.', '2C.BB16.']",5.865946803,2010-12-30T06:13:02.612973Z,0.253340901,-0.169540295,1.428178065,-0.418521769,-0.397175232,0,-0.142778866,0.069520758,0.149356127,-0.029051877,-0.506505454,-0.623772263,-0.198148241,-0.174513735,-0.058377047,0.619494686,-0.194994258,-0.074717131,-0.85432379,-0.255825821,0.13954417,-0.21079853,-0.560714514,-0.671037783,-0.645926167,-0.984013983,-0.827873114,1.161743599,-0.222961266,-0.005705286,4
20101230T061738Z,"['2C.BB13.', '2C.BB01.', '2C.BB16.']",5.865946803,2010-12-30T06:17:38.827973Z,-0.253340901,-1.161682332,0.480657683,2.552326999,-0.130902588,-0.444741222,-2.510662892,-1.164999658,-1.258253998,-0.329872677,-0.724465225,1.228158746,-0.557525051,0.046739796,-1.163990744,0.05723669,-0.839838665,-0.201888946,-0.720258471,-0.248970421,-0.853616336,-1.370517836,-1.50693877,-1.745570324,-1.562541931,-0.958003825,0.482879474,0.715777262,-0.602402796,0.631618383,6
20101230T062046Z,"['2C.BB08.', '2C.BB10.', '2C.BB13.']",5.865946803,2010-12-30T06:20:46.127027Z,-0.506681802,-0.202982004,2.246651678,-0.726296668,-0.819671854,-0.055742951,-0.763725605,-0.458028643,-0.43942146,0.022200748,-0.540282923,0.385547483,-0.567062811,0.01428427,-0.427491511,0.647911963,-0.440297401,-0.686228835,-0.647525721,-0.747879234,0.160506707,-0.559732762,-1.167453741,-1.106177834,-1.227790547,-0.312502633,-1.016251363,0.668535034,0.032878363,0.155262632,8
20101230T062602Z,"['2C.BB13.', '2C.BB16.', '2C.BB08.']",5.865946803,2010-12-30T06:26:02.582973Z,2.026727209,-0.218053653,1.221713692,-0.222141303,-0.558097918,-0.576592581,-0.669964127,-0.172883734,-0.102729324,-0.043245432,-0.554111878,-0.218093967,-0.491157859,-0.28992441,-0.395021129,0.663076862,-0.159810436,-0.268638505,-0.461602307,-0.548764452,-0.083696401,-0.430118385,-0.832039819,-1.141956954,-0.903328667,-1.17085972,-0.248155218,0.706859614,-0.667033572,0.270913881,8
20101230T063305Z,"['2C.BB13.', '2C.BB17.', '2C.BB16.', '2C.BB15.']",5.865946803,2010-12-30T06:33:05.337973Z,-0.506681802,-0.339377652,2.529980493,-0.84324982,-0.709543696,-0.23231604,-1.72707147,-0.819670913,-0.921512046,-0.02200759,-0.567964095,1.043409576,-0.425389405,0.261439714,-0.90358927,0.290986667,-0.571808156,-0.443226641,-0.056040205,-0.710869086,-0.331329888,-1.024821114,-1.363396292,-1.682079292,-1.43528372,-0.842211065,-0.386308308,1.604222061,0.391351877,0.653792787,8
20101230T063825Z,"['2C.BB17.', '2C.BB16.', '2C.BB13.', '2C.BB08.']",5.865946803,2010-12-30T06:38:25.522974Z,0.506681802,0.207210369,1.433425682,-0.51741566,-0.668781173,-0.312682789,-0.1024329,0.260316178,0.138943183,0.063329547,-0.479085015,-0.197628112,-0.12907236,-0.230684624,-0.10441982,0.701391672,-0.262684053,-0.561026374,0.344903553,-0.453046515,0.431215126,-0.071923112,-0.726455288,-0.845254099,-0.827345228,-0.465362274,-1.182675155,0.073658182,-0.391493978,-2.42949556,4
20101230T064146Z,"['2C.BB13.', '2C.BB17.', '2C.BB15.', '2C.BB08.']",5.865946803,2010-12-30T06:41:46.397027Z,0.506681802,0.73875613,0.551353856,-0.263691126,-0.286047955,-0.505222917,0.162449168,0.426828042,0.813427643,0.075831824,-0.395894205,0.153567943,-0.179001697,-0.247048347,0.758520205,1.425082351,-0.098617176,-0.330988986,-0.135960286,-0.428616434,0.630462823,0.353659407,-0.057980462,-0.391399746,-0.19595383,-0.708358619,-0.333668846,-0.749569434,0.165074799,-0.995719397,4
20101230T065111Z,"['2C.BB08.', '2C.BB01.', '2C.BB13.', '2C.BB16.']",5.865946803,2010-12-30T06:51:11.082027Z,0,0.046411031,0.617402822,1.034060837,-0.517362708,0.509238798,0.011463586,0.188254333,0.411316033,-0.060129326,-0.445685632,-0.365813515,-0.255155068,-0.343183568,0.290712997,0.809698565,-0.154974353,-0.040189157,-0.647029177,-0.332130257,0.409284467,-0.00460599,-0.445415339,-0.698633453,-0.581125679,-0.042312921,-0.412608943,-0.643988727,-0.140408057,-0.61637585,4
20101230T065446Z,"['2C.BB01.', '2C.BB12.', '2C.BB10.']",5.865946803,2010-12-30T06:54:46.737027Z,-0.253340901,-1.03430218,1.573221631,-0.542092281,-0.7174512,0,-0.621620917,-0.455082882,-0.452396129,-0.041849133,-0.544655795,-0.129409345,-0.403574125,-0.301449653,-0.168646927,0.523683992,-0.279177136,-0.099385047,-0.187741511,-0.43572177,0.033659851,-0.499562462,-0.929012721,-0.938457175,-0.676609678,-0.269698258,0.286231502,0.699079364,-0.357117657,0.419099444,8
20101230T065619Z,"['2C.BB08.', '2C.BB10.', '2C.BB13.']",5.865946803,2010-12-30T06:56:19.682027Z,-0.506681802,-0.313035251,0.742897456,-0.224069484,-0.862912695,-0.634758365,-0.631373466,-0.446660476,-0.367243583,0.101316477,-0.483122843,0.400351923,-0.717165422,0.159458836,-0.397475264,0.67194393,-0.468637469,0.00760348,-0.429272511,-0.205074841,0.066979719,-0.58538286,-1.173922032,-1.14375712,-1.183182666,-0.281356479,0.298669069,0.600847447,-1.197456355,0.155984547,8
20101230T065943Z,"['2C.BB16.', '2C.BB01.', '2C.BB13.']",5.865946803,2010-12-30T06:59:43.992973Z,2.28006811,-1.119436012,0.78984563,1.223014776,-0.357289597,-0.316444635,-2.239762406,-0.907351441,-0.886251613,-0.017741943,-0.559801547,1.166361614,-0.567075857,-0.108402482,-1.100264255,0.1269212,-0.589392439,-0.184402413,-0.544708648,-0.624550324,-0.647073499,-1.1329753,-1.458540115,-1.743082522,-1.580877133,-0.739899131,-0.081226735,0.452331629,-1.521579312,0.664179362,8
20101230T070127Z,"['2C.BB17.', '2C.BB13.', '2C.BB01.', '2C.BB08.', '2C.BB16.']",5.865946803,2010-12-30T07:01:27.422973Z,1.013363604,1.187389577,-0.461905663,-1.473066447,-0.043332247,1.066360919,0.204570787,0.618883948,1.200399863,0.028653161,-0.20169026,-0.522468766,-0.346532573,-0.292888457,1.010475142,0.249259025,0.232810033,-0.064239139,-0.729000274,0.272783444,0.525796002,0.608455002,0.384913349,0.28344393,0.288854542,0.020406785,-0.913986704,-1.154682414,0.466537492,-1.257815551,3
20101230T070604Z,"['2C.BB10.', '2C.BB01.', '2C.BB08.']",5.865946803,2010-12-30T07:06:04.567027Z,2.28006811,-1.378667486,0.885455283,0.351028807,-0.387290058,-0.466283426,-0.329462021,-0.232814184,-0.217002599,0.048092553,-0.47570843,0.043241104,-0.444950065,0.129286112,-0.196623354,0.857880963,-0.257665773,-0.142122263,-0.809130191,-0.288172998,-0.143565791,-0.403009532,-0.733856807,-0.883691247,-0.855412217,-0.940102669,-0.345763284,0.74943897,-0.151766747,0.0548217,8
20101230T072923Z,"['2C.BB01.', '2C.BB13.', '2C.BB16.']",5.865946803,2010-12-30T07:29:23.332973Z,0.506681802,-0.138877397,1.743281638,-0.170824665,-0.885747478,-0.948224599,-0.510284984,-0.173502429,-0.053606051,0.085094876,-0.481665749,0.182964861,-0.449298733,-0.317775298,-0.355641257,0.741603987,-0.349736609,-0.361375924,-0.40755047,-0.553172298,0.113917002,-0.424610261,-1.097536591,-1.291073833,-1.056495879,-1.005724996,0.227175189,0.505517608,-0.39267658,0.408046739,8
20101230T075026Z,"['2C.BB07.', '2C.BB01.', '2C.BB08.']",5.865946803,2010-12-30T07:50:26.782027Z,-0.506681802,-0.310054373,0.569164947,0.615366031,0.003319435,-0.396809525,0.093567765,0.06397584,-0.03588281,-0.052940854,-0.55550638,-0.297968438,-0.379679781,0.22186496,0.373006876,0.882230749,-0.519056082,-0.008891005,-0.158021398,-0.221510512,0.332408593,-0.120990759,-0.674532458,-0.385445883,-0.774757002,-0.709510137,0.094984353,-0.891061013,0.425744747,-1.47034396,4
20101230T075259Z,"['2C.BB15.', '2C.BB07.', '2C.BB08.', '2C.BB13.']",5.865946803,2010-12-30T07:52:59.392973Z,1.266704506,0.078856231,0.839373824,-0.532263562,-0.320431067,-0.090420525,0.300495862,0.328545926,0.37922472,0.087801017,-0.387958302,-0.490373836,-0.390042881,-0.203554768,-0.319154664,1.173007951,-0.100385853,-0.414934974,0.363266244,-0.351337902,0.586765746,0.25365036,-0.399014257,0.01981795,-0.539890211,-0.23827592,-0.996474527,-0.033156457,-0.396098686,-1.058224287,4
20101230T080622Z,"['2C.BB16.', '2C.BB13.', '2C.BB08.', '2C.BB15.', '2C.BB07.', '2C.BB01.', '2C.BB10.', '2C.BB12.']",5.865946803,2010-12-30T08:06:22.552973Z,-0.506681802,0.860660783,0.301278296,0.681410676,-0.263582579,-0.318030077,0.249662977,0.458878037,0.830315277,0.297879387,-0.166530384,-0.183284983,0.048722796,-0.035996456,-0.851764482,0.619696632,0.095961195,-0.293101343,0.057111913,-0.14791617,0.572106874,0.314698209,0.072880266,0.084526798,0.249221017,0.077848561,-0.202195737,-1.498968304,-0.5715029,-2.310950072,4
20101230T080932Z,"['2C.BB01.', '2C.BB13.', '2C.BB08.']",5.865946803,2010-12-30T08:09:32.777027Z,-0.506681802,-0.821601632,1.640565731,-0.330378044,-0.915557364,-0.612883643,-0.589260554,-0.096619605,0,0.14167364,-0.444313792,0.164495071,-0.700866045,-0.234740647,-0.372775847,0.718317417,-0.361355657,-0.587041604,-0.116358082,-0.878891055,0.179758239,-0.355485373,-1.164291539,-1.349680727,-1.104942719,0.192323358,0.216086268,-0.17547542,-1.048560772,0.423404933,8
20101230T081038Z,"['2C.BB01.', '2C.BB07.', '2C.BB08.', '2C.BB12.']",5.865946803,2010-12-30T08:10:38.077973Z,-0.253340901,0.243387471,0.615117318,0.007989492,-0.330970788,0.254613796,0.020366218,0.030645664,0.040233718,0.126661584,-0.401510914,0.005909667,-0.109339613,-0.124687488,-1.120628625,0.08176166,-0.466550864,-0.393717695,-0.067673825,-0.343213014,0.447646125,-0.061620664,-0.479492347,-0.487659545,-0.316562329,-0.617755822,-0.703401614,-0.576881242,-0.325466257,-1.357488145,4
20101230T081254Z,"['2C.BB07.', '2C.BB08.', '2C.BB13.', '2C.BB10.', '2C.BB01.']",5.865946803,2010-12-30T08:12:54.612973Z,-0.506681802,0.44202677,0.765848801,-1.028636578,-0.457106084,0.91277757,0.198109291,0.441226789,0.834826279,0.154889171,-0.330695786,-0.05477678,-0.143954099,-0.124687488,0.392544785,1.308247795,0.007621431,-0.236331943,0.351843618,0.039755676,0.46345424,0.217187764,-0.078795295,-0.133507237,0.092929271,-0.173712379,-0.920292865,-0.230405166,0.173397712,-1.973591759,4
20101230T082251Z,"['2C.BB16.', '2C.BB08.', '2C.BB13.']",5.865946803,2010-12-30T08:22:51.192973Z,-0.506681802,-0.199180445,1.129417731,-0.300928475,-0.46216467,0.417142053,0.092427867,0.104143496,0.1258598,0.220179305,-0.357091327,0.496428287,-0.23967036,0.094344641,0.262140441,0.604064869,-0.310368533,-0.367683994,0.547121444,-0.417200716,0.283344593,-0.097334128,-0.290500206,-0.369294963,-0.220185013,-0.906162651,-0.892846246,0.596309364,-0.649923515,-0.918735453,4
20101230T082716Z,"['2C.BB08.', '2C.BB12.', '2C.BB13.']",5.865946803,2010-12-30T08:27:16.412973Z,-0.506681802,-0.081725469,1.133863157,-1.647724764,-0.865951259,-0.380806297,-0.17970931,0.085584878,0.26972683,0.256511238,-0.324556018,-0.011416164,-0.532148592,-0.306668882,-0.115957526,0.868396121,-0.085366091,0.058568842,-0.546193218,-0.358925924,0.088687373,-0.195181228,-0.618208773,-0.784211406,-0.556081174,-0.770663751,-0.250097746,0.235589478,-0.287443382,-0.006479043,4
20101230T082856Z,"['2C.BB08.', '2C.BB12.', '2C.BB13.']",5.865946803,2010-12-30T08:28:56.722027Z,0.760022703,-0.264555365,2.13113476,0.050354666,-1.036256114,-0.449309825,-0.085594152,0.24071329,0.474477671,0.179516642,-0.342065436,-0.42265407,-0.767036571,-0.469145273,-0.052608387,0.914971641,-0.156466205,-0.590365743,0.375289355,-0.751283261,0.463239114,-0.061143834,-0.775581587,-0.687419376,-0.527370345,0.095633709,-0.338987851,0.168066887,-0.196222748,0.053069798,4
20101230T083102Z,"['2C.BB07.', '2C.BB08.', '2C.BB01.']",5.865946803,2010-12-30T08:31:02.992026Z,-0.506681802,0.024783175,0.71893004,0.08843401,-0.36193637,0.47137497,0.172363384,0.499525028,0.898464022,0.180203611,-0.276500055,0.171972129,-0.517158866,-0.141130479,0.633097945,1.161938641,0.018293904,-0.250512463,0.631253342,-0.237603557,0.527832298,0.342857629,0.021951589,-0.0545335,-0.03426544,-0.247875126,-1.110886702,-0.201372597,0.19514854,-1.61885537,4
20101230T083422Z,"['2C.BB08.', '2C.BB10.', '2C.BB13.']",5.865946803,2010-12-30T08:34:22.952973Z,-0.506681802,-0.468304603,-0.252424072,-0.777478793,0.034615622,0.263370917,0.168293042,0.243227488,0.346736609,0.232302474,-0.382570634,-0.050019569,0.029768175,-0.07716849,0.465547797,1.206056228,-0.085382859,-0.407810278,-0.044482927,-0.310747703,0.533270878,0.048668744,-0.476230882,-0.436283776,-0.534438853,-0.091490044,-1.325493895,-0.506179155,0.27651153,-0.569806066,4
20101230T083936Z,"['2C.BB08.', '2C.BB10.', '2C.BB13.', '2C.BB01.']",5.865946803,2010-12-30T08:39:36.952973Z,0,0.466823131,0.851425192,0.457727335,-0.293142842,0.433540595,0.18571452,0.282593176,0.445853936,0.200170122,-0.365489999,-0.060913171,-0.322055166,-0.225648477,0.550674435,1.235954797,-0.304962069,-0.360016139,0.125434379,-0.280340685,0.48484952,0.10412365,-0.391658051,-0.404037167,-0.497825746,-0.032777468,-1.099176546,-0.905622535,0.296329631,-1.60018035,4
20101230T085214Z,"['2C.BB08.', '2C.BB01.', '2C.BB13.']",5.865946803,2010-12-30T08:52:14.492026Z,-0.506681802,0.081667315,-0.231517062,0.141126586,0.109826391,0,-0.013584953,0.004084605,-0.001545181,0.232669565,-0.361926638,-0.164109207,-0.444699298,-0.152875083,0.452665372,0.840565771,0.040279862,-0.32614587,0.191207999,-0.189116543,0.526220305,-0.048058542,-0.548539693,-0.496645671,-0.253813769,-0.169479951,0.024023571,-1.406620803,-0.454101612,-0.757124121,4
20101230T090854Z,"['2C.BB08.', '2C.BB01.', '2C.BB07.', '2C.BB10.']",5.865946803,2010-12-30T09:08:54.762027Z,2.28006811,0.043400516,1.291042663,-0.171312573,-0.710719846,0.023552513,0.119624918,0.399473168,0.648663903,0.220489995,-0.407514148,-0.539748558,-0.471847072,-0.308956897,0.269485544,1.142376389,-0.180323296,-0.458880359,0.30458083,-0.747612728,0.417722254,0.12222921,-0.685918369,-0.698897866,-0.791614391,-0.629498615,-1.33983441,0.828566581,-0.404916413,-0.381633426,4
20101230T091648Z,"['2C.BB13.', '2C.BB15.', '2C.BB08.', '2C.BB01.']",5.865946803,2010-12-30T09:16:48.062027Z,1.013363604,-0.005395768,1.994103603,-0.68147883,-1.104918085,0.125015939,0.101229746,0.316794976,0.569291254,0.328610081,-0.322449963,-0.722794916,-0.410635542,-0.332354697,0.093131313,0.96247529,0.023812003,-0.481277885,-0.589856034,-0.541643648,0.512732404,0.039476738,0.296075626,-0.484812645,0.096113394,-0.138719676,-0.948141936,-0.176531887,-0.484530891,0.386177592,7
20101230T092328Z,"['2C.BB07.', '2C.BB01.', '2C.BB10.']",5.865946803,2010-12-30T09:23:28.642027Z,2.28006811,-0.323761281,1.079422795,0.65781052,-0.419196592,-0.412736505,-0.350980839,-0.225871015,-0.225073088,0.220427281,-0.413144336,-0.301111968,-0.200706348,0.219455658,-0.158400691,0.793162657,-0.487356464,-0.074714998,-0.594464319,-0.520766473,0.03954209,-0.387265495,-0.80842076,-0.962433305,-0.712515808,-0.72739125,0.319318739,0.826148662,-0.708214015,0.10942108,8
20101230T093239Z,"['2C.BB01.', '2C.BB13.', '2C.BB08.', '2C.BB17.']",5.865946803,2010-12-30T09:32:39.272026Z,0.506681802,0.164507376,0.242546203,0.610291243,-0.023137797,0.175798473,0.216165217,0.315481659,0.261656904,0.417100495,-0.137558587,-1.023646591,0.479105182,0.218921264,0.09707864,1.070413902,-0.226615086,-0.306163894,-0.397747653,-0.086671778,0.223164638,-0.09359504,-0.369892664,-0.447231833,-0.448743364,-0.23958695,0.120864077,-0.45244331,-0.005960493,-0.086790417,4
20101230T094548Z,"['2C.BB01.', '2C.BB08.', '2C.BB07.']",5.865946803,2010-12-30T09:45:48.277973Z,2.28006811,-0.799450023,0.540092675,2.302946715,0.180571578,-0.479441679,-2.311043209,-0.926943003,-0.602170633,-0.232767657,-0.678353828,1.2218087,-0.781665222,0.154061679,-1.114529454,0.080966759,-0.593430429,0.155913481,-0.78467754,-0.218424881,-0.947780163,-1.317809509,-1.405839324,-1.638589154,-1.414962818,-0.96586669,0.529739797,2.016621232,-1.049785358,0.65508374,6
20101230T102312Z,"['2C.BB01.', '2C.BB15.', '2C.BB08.']",5.865946803,2010-12-30T10:23:12.062027Z,1.013363604,-0.167314702,-0.139893414,-1.815327946,-0.134945962,0.866253796,0.339946307,0.443254814,0.770159769,0.46755839,-0.219489533,0.898737578,-0.347432229,0.031725216,1.024421127,0.831048948,0.034623337,-0.216224864,0.063795116,-0.216781425,0.678275044,0.476111559,0.005850979,0.124528406,0.375248929,0.576584286,0.39181389,-1.258976279,-0.125392931,-2.951107132,3
20101230T104629Z,"['2C.BB01.', '2C.BB13.', '2C.BB08.']",5.865946803,2010-12-30T10:46:29.467027Z,2.28006811,0.277789635,0.984533093,-0.628177419,-0.781154361,0.090176952,0.15798859,0.38591728,0.530665314,0.547768284,-0.227384193,-0.359377091,-0.374128418,-0.130059211,0.306490186,1.082245554,-0.049853621,-0.210155214,-0.447665253,-0.264964744,0.301091489,0.086641874,-0.413562804,-0.677258134,-0.420457847,-0.106927955,-0.053402963,0.177845269,0.041977611,-0.769554468,4
20101230T105017Z,"['2C.BB13.', '2C.BB08.', '2C.BB07.']",5.865946803,2010-12-30T10:50:17.172027Z,0.760022703,-0.366889266,0.520063524,-1.044307548,0.055684784,-0.262597773,0.313438647,0.570618404,0.885904552,0.531472056,-0.215805237,-0.138020292,0.054792635,0.087479419,0.645785046,1.327851066,0.009272601,-0.420090338,-0.098931718,-0.608371908,0.318693696,0.309827115,0.01800026,-0.043341224,0.069121099,-0.43489585,-0.336299242,-1.123493839,-0.169449118,-0.70996189,4
