event_id,stations,ref_time,ref_duration,ref_amplitude,known_seismicity_labels
20101225T150446Z,"['2C.BB11.', '2C.BB07.', '2C.BB14.']",2010-12-25T15:04:46.592026Z,8.085947,6656.417226,
20101225T151020Z,"['2C.BB16.', '2C.BB17.', '2C.BB13.']",2010-12-25T15:10:20.707027Z,3.650947,2894.807205,TELESEISM II
20101225T151126Z,"['2C.BB11.', '2C.BB16.', '2C.BB17.', '2C.BB07.', '2C.BB01.', '2C.BB03.']",2010-12-25T15:11:26.322974Z,24.545,5484.945001,
20101225T151300Z,"['2C.BB04.', '2C.BB17.', '2C.BB06.', '2C.BB10.', '2C.BB08.']",2010-12-25T15:13:00.282027Z,23.855946,4862.142913,
20101225T151407Z,"['2C.BB13.', '2C.BB12.', '2C.BB16.', '2C.BB07.', '2C.BB01.', '2C.BB04.', '2C.BB10.']",2010-12-25T15:14:07.467027Z,68.820947,5211.171158,
20101225T151558Z,"['2C.BB08.', '2C.BB15.', '2C.BB17.', '2C.BB12.']",2010-12-25T15:15:58.112026Z,9.895947,5787.185033,
20101225T151646Z,"['2C.BB16.', '2C.BB11.', '2C.BB01.', '2C.BB15.', '2C.BB04.', '2C.BB07.', '2C.BB12.', '2C.BB17.', '2C.BB03.', '2C.BB08.', '2C.BB13.']",2010-12-25T15:16:46.742027Z,87.435947,6095.97456,
20101225T152105Z,"['2C.BB12.', '2C.BB08.', '2C.BB16.', '2C.BB15.', '2C.BB07.']",2010-12-25T15:21:05.737973Z,19.955,3583.386775,
20101225T152511Z,"['2C.BB15.', '2C.BB13.', '2C.BB04.', '2C.BB03.', '2C.BB01.', '2C.BB11.', '2C.BB10.', '2C.BB12.']",2010-12-25T15:25:11.452027Z,39.600947,4739.887239,
20101225T152734Z,"['2C.BB07.', '2C.BB08.', '2C.BB13.']",2010-12-25T15:27:34.107027Z,8.690947,4382.549335,
20101225T153131Z,"['2C.BB13.', '2C.BB16.', '2C.BB07.', '2C.BB17.', '2C.BB03.', '2C.BB01.', '2C.BB11.', '2C.BB10.', '2C.BB15.', '2C.BB12.', '2C.BB04.']",2010-12-25T15:31:31.412027Z,49.460947,4526.242979,
20101225T153358Z,"['2C.BB08.', '2C.BB13.', '2C.BB15.', '2C.BB16.', '2C.BB12.']",2010-12-25T15:33:58.872026Z,24.485947,3683.779945,
20101225T153627Z,"['2C.BB11.', '2C.BB04.', '2C.BB07.', '2C.BB03.', '2C.BB01.', '2C.BB10.', '2C.BB08.', '2C.BB16.']",2010-12-25T15:36:27.997026Z,90.220947,3796.178357,
20101225T154002Z,"['2C.BB17.', '2C.BB13.', '2C.BB16.', '2C.BB03.', '2C.BB04.', '2C.BB15.', '2C.BB01.']",2010-12-25T15:40:02.567973Z,11.265,3698.524911,
20101225T154239Z,"['2C.BB11.', '2C.BB07.', '2C.BB10.', '2C.BB01.', '2C.BB12.']",2010-12-25T15:42:39.472973Z,32.47,3851.722017,
20101225T154342Z,"['2C.BB08.', '2C.BB04.', '2C.BB03.', '2C.BB10.']",2010-12-25T15:43:42.127027Z,13.210947,3234.195229,
20101225T154436Z,"['2C.BB01.', '2C.BB16.', '2C.BB13.', '2C.BB07.', '2C.BB11.', '2C.BB12.', '2C.BB03.']",2010-12-25T15:44:36.607027Z,19.025947,4251.886519,
20101225T154812Z,"['2C.BB08.', '2C.BB13.', '2C.BB16.']",2010-12-25T15:48:12.107973Z,4.395,1890.506574,
20101225T155151Z,"['2C.BB04.', '2C.BB10.', '2C.BB03.', '2C.BB07.', '2C.BB11.', '2C.BB16.', '2C.BB08.', '2C.BB13.']",2010-12-25T15:51:51.257027Z,66.385947,3326.085102,
20101225T155426Z,"['2C.BB07.', '2C.BB04.', '2C.BB17.', '2C.BB16.', '2C.BB15.', '2C.BB01.', '2C.BB11.', '2C.BB13.', '2C.BB10.', '2C.BB08.', '2C.BB12.']",2010-12-25T15:54:26.962027Z,34.190947,3561.863738,
20101225T155527Z,"['2C.BB16.', '2C.BB04.', '2C.BB01.', '2C.BB03.', '2C.BB13.', '2C.BB08.']",2010-12-25T15:55:27.782027Z,14.215946,3172.432796,
20101225T155913Z,"['2C.BB13.', '2C.BB10.', '2C.BB16.', '2C.BB01.']",2010-12-25T15:59:13.027027Z,26.270947,2489.351066,
20101225T160156Z,"['2C.BB10.', '2C.BB11.', '2C.BB15.', '2C.BB03.', '2C.BB01.', '2C.BB04.']",2010-12-25T16:01:56.132026Z,30.350947,3192.303752,
20101225T160336Z,"['2C.BB04.', '2C.BB10.', '2C.BB13.']",2010-12-25T16:03:36.302027Z,1.360946,586.332873,
20101225T160653Z,"['2C.BB07.', '2C.BB03.', '2C.BB01.', '2C.BB10.']",2010-12-25T16:06:53.682027Z,18.275947,2374.810011,
20101225T160912Z,"['2C.BB07.', '2C.BB11.', '2C.BB01.', '2C.BB04.', '2C.BB13.']",2010-12-25T16:09:12.112026Z,13.615947,2335.466784,
20101225T161015Z,"['2C.BB12.', '2C.BB15.', '2C.BB01.', '2C.BB03.', '2C.BB10.', '2C.BB04.']",2010-12-25T16:10:15.647027Z,14.195947,2510.267767,
20101225T161144Z,"['2C.BB11.', '2C.BB15.', '2C.BB13.', '2C.BB01.', '2C.BB07.', '2C.BB10.']",2010-12-25T16:11:44.277026Z,24.945947,2465.52317,
20101225T162104Z,"['2C.BB07.', '2C.BB01.', '2C.BB04.']",2010-12-25T16:21:04.782027Z,17.565947,1909.095178,TELESEISM II
20101225T162505Z,"['2C.BB08.', '2C.BB10.', '2C.BB01.', '2C.BB07.', '2C.BB04.']",2010-12-25T16:25:05.072026Z,59.560947,1878.242531,
20101225T163502Z,"['2C.BB01.', '2C.BB10.', '2C.BB07.', '2C.BB11.']",2010-12-25T16:35:02.507027Z,9.275946,1569.033023,
20101225T174514Z,"['2C.BB11.', '2C.BB13.', '2C.BB17.', '2C.BB07.', '2C.BB08.', '2C.BB16.', '2C.BB01.', '2C.BB15.', '2C.BB12.', '2C.BB06.', '2C.BB03.', '2C.BB10.', '2C.BB04.', '2C.BB14.']",2010-12-25T17:45:14.402027Z,286.610947,44524.8965,"STICK-SLIP, PRATT14"
20101225T175619Z,"['2C.BB10.', '2C.BB04.', '2C.BB01.', '2C.BB12.']",2010-12-25T17:56:19.157027Z,22.800947,5802.663042,"STICK-SLIP, PRATT14"
20101226T022419Z,"['2C.BB10.', '2C.BB03.', '2C.BB07.', '2C.BB08.', '2C.BB13.', '2C.BB12.', '2C.BB01.']",2010-12-26T02:24:19.527027Z,45.890947,2477.33463,TELESEISM II
20101226T023313Z,"['2C.BB10.', '2C.BB07.', '2C.BB13.']",2010-12-26T02:33:13.752026Z,11.465947,2815.751561,
20101226T023427Z,"['2C.BB10.', '2C.BB07.', '2C.BB13.']",2010-12-26T02:34:27.367973Z,1.94,1052.571483,
20101226T025135Z,"['2C.BB03.', '2C.BB13.', '2C.BB07.', '2C.BB10.', '2C.BB01.', '2C.BB06.', '2C.BB14.', '2C.BB17.', '2C.BB12.', '2C.BB08.']",2010-12-26T02:51:35.257027Z,235.765947,3057.668392,
20101226T041125Z,"['2C.BB08.', '2C.BB12.', '2C.BB13.', '2C.BB16.', '2C.BB01.', '2C.BB17.', '2C.BB11.', '2C.BB15.', '2C.BB07.', '2C.BB03.', '2C.BB10.', '2C.BB06.', '2C.BB04.', '2C.BB14.']",2010-12-26T04:11:25.907973Z,1038.185,92112.02894,"STICK-SLIP, PRATT14"
20101226T102810Z,"['2C.BB16.', '2C.BB11.', '2C.BB07.', '2C.BB08.', '2C.BB17.', '2C.BB01.', '2C.BB10.', '2C.BB15.']",2010-12-26T10:28:10.902973Z,1452.08,5096.96811,
20101226T110412Z,"['2C.BB16.', '2C.BB15.', '2C.BB07.', '2C.BB08.', '2C.BB13.', '2C.BB12.']",2010-12-26T11:04:12.957026Z,848.995947,4427.039422,
20101226T180700Z,"['2C.BB16.', '2C.BB17.', '2C.BB13.', '2C.BB08.', '2C.BB01.', '2C.BB12.', '2C.BB11.', '2C.BB07.', '2C.BB15.', '2C.BB06.', '2C.BB03.', '2C.BB04.', '2C.BB10.', '2C.BB14.']",2010-12-26T18:07:00.522027Z,4107.110947,36584.19157,"STICK-SLIP, PRATT14"
20101226T193726Z,"['2C.BB01.', '2C.BB17.', '2C.BB07.']",2010-12-26T19:37:26.917027Z,8.025947,728.2024807,
20101226T194903Z,"['2C.BB17.', '2C.BB10.', '2C.BB12.', '2C.BB03.', '2C.BB01.', '2C.BB08.', '2C.BB13.', '2C.BB16.', '2C.BB07.']",2010-12-26T19:49:03.172027Z,16.335947,2163.404178,TELESEISM II
20101226T210700Z,"['2C.BB16.', '2C.BB08.', '2C.BB01.']",2010-12-26T21:07:00.657973Z,379.905,4414.96986,
20101226T220601Z,"['2C.BB11.', '2C.BB01.', '2C.BB15.']",2010-12-26T22:06:01.107027Z,270.605947,2279.692229,
20101227T004027Z,"['2C.BB12.', '2C.BB08.', '2C.BB17.', '2C.BB07.', '2C.BB11.']",2010-12-27T00:40:27.962027Z,1343.535947,10902.07988,
20101227T012125Z,"['2C.BB03.', '2C.BB06.', '2C.BB17.']",2010-12-27T01:21:25.042027Z,103.450947,8093.183144,
20101227T014002Z,"['2C.BB06.', '2C.BB07.', '2C.BB17.', '2C.BB01.', '2C.BB16.', '2C.BB15.', '2C.BB11.']",2010-12-27T01:40:02.472973Z,2233.1,14446.6941,
20101227T031107Z,"['2C.BB14.', '2C.BB07.', '2C.BB12.']",2010-12-27T03:11:07.037973Z,1.9,388.223684,
20101227T032537Z,"['2C.BB16.', '2C.BB13.', '2C.BB10.', '2C.BB08.', '2C.BB03.', '2C.BB11.', '2C.BB04.', '2C.BB12.', '2C.BB07.', '2C.BB17.', '2C.BB01.', '2C.BB15.']",2010-12-27T03:25:37.042974Z,4484.225,14155.46781,
20101227T053139Z,"['2C.BB12.', '2C.BB04.', '2C.BB07.', '2C.BB01.', '2C.BB10.']",2010-12-27T05:31:39.112973Z,1193.765,13542.82327,
20101227T065227Z,"['2C.BB12.', '2C.BB17.', '2C.BB07.']",2010-12-27T06:52:27.392973Z,1.325,495.8823851,
20101227T065815Z,"['2C.BB17.', '2C.BB01.', '2C.BB12.', '2C.BB07.', '2C.BB13.']",2010-12-27T06:58:15.147027Z,1126.350947,14212.98377,
20101227T153924Z,"['2C.BB14.', '2C.BB07.', '2C.BB10.']",2010-12-27T15:39:24.387973Z,15.495,693.6857021,
20101227T154646Z,"['2C.BB16.', '2C.BB12.', '2C.BB10.', '2C.BB15.', '2C.BB07.', '2C.BB17.']",2010-12-27T15:46:46.497973Z,105.28,1846.394249,
20101227T163719Z,"['2C.BB06.', '2C.BB03.', '2C.BB16.']",2010-12-27T16:37:19.227027Z,32.205947,1804.335024,
20101227T165622Z,"['2C.BB03.', '2C.BB10.', '2C.BB01.', '2C.BB17.', '2C.BB12.', '2C.BB16.', '2C.BB11.', '2C.BB13.', '2C.BB07.', '2C.BB08.', '2C.BB15.', '2C.BB14.', '2C.BB04.']",2010-12-27T16:56:22.377973Z,507.315,122124.7522,"STICK-SLIP, PRATT14"
20101227T170632Z,"['2C.BB11.', '2C.BB10.', '2C.BB04.', '2C.BB03.', '2C.BB14.', '2C.BB15.', '2C.BB01.', '2C.BB12.', '2C.BB07.']",2010-12-27T17:06:32.002974Z,163.225,35575.24374,"STICK-SLIP, PRATT14"
20101227T172108Z,"['2C.BB16.', '2C.BB12.', '2C.BB17.', '2C.BB13.', '2C.BB07.', '2C.BB15.', '2C.BB10.', '2C.BB11.']",2010-12-27T17:21:08.247027Z,148.725947,3975.794391,"STICK-SLIP, PRATT14"
20101227T172429Z,"['2C.BB01.', '2C.BB16.', '2C.BB13.']",2010-12-27T17:24:29.437026Z,8.770947,4128.364356,
20101227T174433Z,"['2C.BB12.', '2C.BB10.', '2C.BB15.']",2010-12-27T17:44:33.982027Z,17.980947,1033.127238,
20101227T183559Z,"['2C.BB12.', '2C.BB15.', '2C.BB13.']",2010-12-27T18:35:59.762974Z,25.755,1026.339112,
20101227T195100Z,"['2C.BB12.', '2C.BB10.', '2C.BB08.']",2010-12-27T19:51:00.037026Z,5.940947,1294.519298,TELESEISM II
20101227T221834Z,"['2C.BB06.', '2C.BB12.', '2C.BB15.']",2010-12-27T22:18:34.307027Z,17.900947,625.5591022,
20101227T225118Z,"['2C.BB08.', '2C.BB11.', '2C.BB07.']",2010-12-27T22:51:18.117027Z,7.235947,812.2615023,
20101227T231429Z,"['2C.BB11.', '2C.BB15.', '2C.BB08.', '2C.BB12.']",2010-12-27T23:14:29.872973Z,118.89,1191.007546,
20101227T232311Z,"['2C.BB14.', '2C.BB08.', '2C.BB12.']",2010-12-27T23:23:11.377027Z,22.500946,646.2654031,
20101227T235537Z,"['2C.BB01.', '2C.BB10.', '2C.BB12.']",2010-12-27T23:55:37.547973Z,4.8,353.7569139,
20101228T000019Z,"['2C.BB08.', '2C.BB12.', '2C.BB13.']",2010-12-28T00:00:19.377027Z,7.625947,529.2832805,
20101228T001331Z,"['2C.BB10.', '2C.BB12.', '2C.BB08.', '2C.BB07.']",2010-12-28T00:13:31.337027Z,39.975946,613.7127554,
20101228T003327Z,"['2C.BB07.', '2C.BB12.', '2C.BB08.', '2C.BB10.', '2C.BB13.']",2010-12-28T00:33:27.497973Z,78.385,891.1281803,
20101228T003405Z,"['2C.BB12.', '2C.BB10.', '2C.BB13.', '2C.BB08.', '2C.BB15.', '2C.BB07.']",2010-12-28T00:34:05.367027Z,253.660947,1337.485778,
20101228T005226Z,"['2C.BB10.', '2C.BB08.', '2C.BB13.']",2010-12-28T00:52:26.322974Z,25.725,642.510959,
20101228T010524Z,"['2C.BB13.', '2C.BB10.', '2C.BB12.']",2010-12-28T01:05:24.227973Z,60.195,597.3900529,
20101228T010849Z,"['2C.BB12.', '2C.BB10.', '2C.BB08.']",2010-12-28T01:08:49.557973Z,1.675,291.1216441,
20101228T011027Z,"['2C.BB07.', '2C.BB08.', '2C.BB10.']",2010-12-28T01:10:27.397973Z,11.935,692.8217568,
20101228T012027Z,"['2C.BB12.', '2C.BB10.', '2C.BB11.']",2010-12-28T01:20:27.632026Z,1.065947,241.723338,
20101228T012723Z,"['2C.BB01.', '2C.BB12.', '2C.BB08.']",2010-12-28T01:27:23.427973Z,2.515,501.9645067,
20101228T012919Z,"['2C.BB10.', '2C.BB07.', '2C.BB11.', '2C.BB08.']",2010-12-28T01:29:19.417027Z,18.775947,531.3173675,
20101228T013908Z,"['2C.BB08.', '2C.BB12.', '2C.BB13.']",2010-12-28T01:39:08.537973Z,0.225,65.88388619,
20101228T014229Z,"['2C.BB11.', '2C.BB08.', '2C.BB10.', '2C.BB12.', '2C.BB16.']",2010-12-28T01:42:29.032026Z,39.110947,610.8529194,
20101228T014611Z,"['2C.BB10.', '2C.BB17.', '2C.BB12.']",2010-12-28T01:46:11.227973Z,1.46,273.3929926,
20101228T015109Z,"['2C.BB12.', '2C.BB08.', '2C.BB10.']",2010-12-28T01:51:09.362027Z,6.500947,422.2309085,
20101228T020613Z,"['2C.BB08.', '2C.BB12.', '2C.BB11.']",2010-12-28T02:06:13.847027Z,8.130947,465.7497481,
20101228T021317Z,"['2C.BB12.', '2C.BB10.', '2C.BB08.', '2C.BB13.']",2010-12-28T02:13:17.427027Z,7.990947,495.887904,
20101228T021549Z,"['2C.BB12.', '2C.BB10.', '2C.BB01.']",2010-12-28T02:15:49.147027Z,0.670947,149.6789673,
20101228T021800Z,"['2C.BB12.', '2C.BB08.', '2C.BB14.']",2010-12-28T02:18:00.662027Z,8.145947,535.5830617,
20101228T023903Z,"['2C.BB03.', '2C.BB10.', '2C.BB06.', '2C.BB08.', '2C.BB12.']",2010-12-28T02:39:03.097027Z,277.010947,913.2741139,
20101228T025141Z,"['2C.BB13.', '2C.BB01.', '2C.BB10.']",2010-12-28T02:51:41.937027Z,13.440947,455.8389437,
20101228T025141Z,"['2C.BB13.', '2C.BB01.', '2C.BB10.', '2C.BB12.']",2010-12-28T02:51:41.937027Z,26.160947,495.5291183,
20101228T030321Z,"['2C.BB12.', '2C.BB10.', '2C.BB08.', '2C.BB01.']",2010-12-28T03:03:21.082974Z,93.365,786.9283386,
20101228T030804Z,"['2C.BB10.', '2C.BB08.', '2C.BB12.']",2010-12-28T03:08:04.397973Z,30.565,597.9595863,
20101228T032431Z,"['2C.BB10.', '2C.BB12.', '2C.BB08.']",2010-12-28T03:24:31.207973Z,2.245,434.7959074,
20101228T033058Z,"['2C.BB01.', '2C.BB12.', '2C.BB10.']",2010-12-28T03:30:58.907027Z,70.330947,611.0004052,
20101228T033528Z,"['2C.BB12.', '2C.BB13.', '2C.BB10.']",2010-12-28T03:35:28.287973Z,15.31,528.4379312,
20101228T033528Z,"['2C.BB12.', '2C.BB13.', '2C.BB10.']",2010-12-28T03:35:28.287973Z,67.745,620.0772544,
20101228T035951Z,"['2C.BB10.', '2C.BB08.', '2C.BB12.']",2010-12-28T03:59:51.257027Z,44.835947,616.9622683,
20101228T042810Z,"['2C.BB10.', '2C.BB12.', '2C.BB01.', '2C.BB13.']",2010-12-28T04:28:10.952027Z,173.865947,949.4419612,
20101228T084338Z,"['2C.BB10.', '2C.BB04.', '2C.BB12.', '2C.BB15.', '2C.BB01.', '2C.BB03.', '2C.BB07.', '2C.BB08.', '2C.BB14.', '2C.BB13.', '2C.BB11.', '2C.BB16.', '2C.BB17.']",2010-12-28T08:43:38.007027Z,47.935946,13857.00468,TELESEISM I
20101228T084529Z,"['2C.BB10.', '2C.BB12.', '2C.BB04.', '2C.BB15.', '2C.BB01.', '2C.BB03.', '2C.BB07.', '2C.BB08.', '2C.BB11.', '2C.BB13.', '2C.BB16.', '2C.BB17.']",2010-12-28T08:45:29.362027Z,91.590947,5411.334316,
20101228T085119Z,"['2C.BB10.', '2C.BB04.', '2C.BB12.', '2C.BB01.', '2C.BB15.', '2C.BB03.', '2C.BB07.', '2C.BB08.', '2C.BB13.', '2C.BB11.', '2C.BB16.', '2C.BB17.', '2C.BB14.']",2010-12-28T08:51:19.782027Z,96.860947,13637.59767,
20101228T085442Z,"['2C.BB07.', '2C.BB01.', '2C.BB10.', '2C.BB08.', '2C.BB13.', '2C.BB12.', '2C.BB15.', '2C.BB11.', '2C.BB16.', '2C.BB17.']",2010-12-28T08:54:42.967027Z,62.140947,5684.707962,
20101228T085630Z,"['2C.BB01.', '2C.BB07.', '2C.BB10.', '2C.BB12.', '2C.BB08.']",2010-12-28T08:56:30.927027Z,10.530947,2687.652824,
20101228T144203Z,"['2C.BB10.', '2C.BB12.', '2C.BB13.']",2010-12-28T14:42:03.557973Z,1.375,341.3300232,
20101228T144400Z,"['2C.BB12.', '2C.BB10.', '2C.BB08.']",2010-12-28T14:44:00.952027Z,7.420947,592.7105346,
20101228T145414Z,"['2C.BB01.', '2C.BB10.', '2C.BB13.']",2010-12-28T14:54:14.097973Z,1.035,265.0401876,
20101228T145555Z,"['2C.BB10.', '2C.BB12.', '2C.BB08.']",2010-12-28T14:55:55.732973Z,1.55,402.5553874,TELESEISM II
20101228T150403Z,"['2C.BB10.', '2C.BB12.', '2C.BB01.', '2C.BB13.']",2010-12-28T15:04:03.332026Z,15.420947,559.2288303,
20101228T150723Z,"['2C.BB10.', '2C.BB01.', '2C.BB08.']",2010-12-28T15:07:23.002974Z,1.18,307.1134406,
20101228T150926Z,"['2C.BB10.', '2C.BB13.', '2C.BB08.', '2C.BB12.']",2010-12-28T15:09:26.452027Z,64.045947,750.5044103,TELESEISM II
20101228T151156Z,"['2C.BB10.', '2C.BB08.', '2C.BB12.', '2C.BB01.']",2010-12-28T15:11:56.657973Z,11.29,674.0169185,
20101228T151156Z,"['2C.BB10.', '2C.BB08.', '2C.BB12.', '2C.BB01.', '2C.BB13.']",2010-12-28T15:11:56.657973Z,21.05,772.4689897,
20101228T151538Z,"['2C.BB01.', '2C.BB11.', '2C.BB16.', '2C.BB13.', '2C.BB08.', '2C.BB12.', '2C.BB10.']",2010-12-28T15:15:38.702027Z,108.735947,1336.965922,
20101228T152005Z,"['2C.BB13.', '2C.BB07.', '2C.BB17.', '2C.BB08.', '2C.BB10.', '2C.BB12.']",2010-12-28T15:20:05.622027Z,10.565947,883.2297288,
20101228T152601Z,"['2C.BB08.', '2C.BB13.', '2C.BB10.']",2010-12-28T15:26:01.782973Z,1.425,371.4430912,
20101228T152742Z,"['2C.BB01.', '2C.BB13.', '2C.BB08.']",2010-12-28T15:27:42.517026Z,8.565947,699.1498218,
20101228T153059Z,"['2C.BB13.', '2C.BB10.', '2C.BB12.', '2C.BB08.', '2C.BB07.', '2C.BB01.']",2010-12-28T15:30:59.392973Z,65.715,1011.744552,
20101228T153306Z,"['2C.BB01.', '2C.BB13.', '2C.BB08.', '2C.BB12.']",2010-12-28T15:33:06.597973Z,27.115,826.3373791,
20101228T153304Z,"['2C.BB13.', '2C.BB08.', '2C.BB12.', '2C.BB07.']",2010-12-28T15:33:04.467027Z,64.200947,951.4826447,
20101228T153600Z,"['2C.BB08.', '2C.BB01.', '2C.BB10.']",2010-12-28T15:36:00.827973Z,1.53,477.9002751,
20101228T153801Z,"['2C.BB13.', '2C.BB11.', '2C.BB08.']",2010-12-28T15:38:01.092026Z,1.945947,343.1035884,
20101228T153909Z,"['2C.BB08.', '2C.BB13.', '2C.BB12.']",2010-12-28T15:39:09.932027Z,8.180947,752.3728219,
20101228T154825Z,"['2C.BB16.', '2C.BB01.', '2C.BB10.', '2C.BB08.', '2C.BB13.']",2010-12-28T15:48:25.502973Z,52.285,909.9540806,
20101228T155959Z,"['2C.BB01.', '2C.BB12.', '2C.BB10.']",2010-12-28T15:59:59.802027Z,5.870947,502.6532709,
20101228T160107Z,"['2C.BB13.', '2C.BB08.', '2C.BB10.']",2010-12-28T16:01:07.077027Z,2.805947,681.3641016,
20101228T160822Z,"['2C.BB08.', '2C.BB12.', '2C.BB13.']",2010-12-28T16:08:22.257027Z,4.165947,783.9372325,
20101228T162048Z,"['2C.BB12.', '2C.BB10.', '2C.BB01.', '2C.BB08.']",2010-12-28T16:20:48.767027Z,77.285947,825.3107665,
20101228T163712Z,"['2C.BB08.', '2C.BB10.', '2C.BB13.', '2C.BB01.']",2010-12-28T16:37:12.367027Z,9.665947,1002.256944,
20101228T164904Z,"['2C.BB17.', '2C.BB01.', '2C.BB08.']",2010-12-28T16:49:04.432973Z,2.23,595.4227404,
20101228T170152Z,"['2C.BB16.', '2C.BB10.', '2C.BB12.']",2010-12-28T17:01:52.492973Z,11.89,525.8903641,
20101228T170703Z,"['2C.BB13.', '2C.BB11.', '2C.BB08.', '2C.BB16.', '2C.BB07.', '2C.BB01.', '2C.BB12.', '2C.BB15.', '2C.BB06.', '2C.BB03.', '2C.BB10.', '2C.BB14.', '2C.BB04.']",2010-12-28T17:07:03.002027Z,781.455946,95102.19564,"STICK-SLIP, PRATT14"
20101229T032126Z,"['2C.BB17.', '2C.BB10.', '2C.BB03.']",2010-12-29T03:21:26.717026Z,1.975947,480.135928,
20101229T034105Z,"['2C.BB16.', '2C.BB08.', '2C.BB13.']",2010-12-29T03:41:05.877973Z,19.78,745.9206426,
20101229T034724Z,"['2C.BB17.', '2C.BB10.', '2C.BB15.', '2C.BB07.', '2C.BB08.']",2010-12-29T03:47:24.067027Z,38.180947,865.8746199,
20101229T035811Z,"['2C.BB10.', '2C.BB08.', '2C.BB13.']",2010-12-29T03:58:11.332026Z,5.675947,741.7629143,
20101229T040914Z,"['2C.BB07.', '2C.BB08.', '2C.BB13.']",2010-12-29T04:09:14.852973Z,1.03,363.4572997,
20101229T041155Z,"['2C.BB07.', '2C.BB13.', '2C.BB10.', '2C.BB01.']",2010-12-29T04:11:55.227027Z,80.745947,1224.883704,
20101229T041802Z,"['2C.BB13.', '2C.BB01.', '2C.BB07.', '2C.BB08.']",2010-12-29T04:18:02.647027Z,18.435947,993.3421439,
20101229T062503Z,"['2C.BB10.', '2C.BB01.', '2C.BB12.']",2010-12-29T06:25:03.492026Z,13.330947,626.8218615,
20101229T064100Z,"['2C.BB16.', '2C.BB07.', '2C.BB01.']",2010-12-29T06:41:00.777027Z,2.360947,504.0703169,
20101229T070501Z,"['2C.BB16.', '2C.BB12.', '2C.BB10.', '2C.BB08.', '2C.BB04.', '2C.BB15.', '2C.BB03.', '2C.BB13.', '2C.BB17.', '2C.BB07.', '2C.BB01.', '2C.BB14.', '2C.BB11.']",2010-12-29T07:05:01.402027Z,442.010947,9332.950836,TELESEISM I
20101229T071323Z,"['2C.BB01.', '2C.BB08.', '2C.BB12.', '2C.BB04.', '2C.BB10.', '2C.BB13.', '2C.BB15.', '2C.BB11.', '2C.BB07.', '2C.BB16.', '2C.BB17.']",2010-12-29T07:13:23.827027Z,469.535947,8946.719015,
20101229T072149Z,"['2C.BB15.', '2C.BB13.', '2C.BB08.', '2C.BB01.', '2C.BB07.', '2C.BB12.', '2C.BB04.', '2C.BB10.', '2C.BB16.', '2C.BB17.']",2010-12-29T07:21:49.012026Z,392.255947,5358.438224,
20101229T072858Z,"['2C.BB15.', '2C.BB07.', '2C.BB10.', '2C.BB12.', '2C.BB01.', '2C.BB13.', '2C.BB08.', '2C.BB04.', '2C.BB17.', '2C.BB16.', '2C.BB03.', '2C.BB11.', '2C.BB14.']",2010-12-29T07:28:58.272026Z,934.635947,11784.45452,
20101229T074609Z,"['2C.BB12.', '2C.BB10.', '2C.BB15.', '2C.BB01.', '2C.BB07.', '2C.BB04.', '2C.BB03.', '2C.BB13.', '2C.BB11.', '2C.BB17.', '2C.BB16.']",2010-12-29T07:46:09.317026Z,96.010947,6445.459816,
20101229T075259Z,"['2C.BB10.', '2C.BB07.', '2C.BB01.']",2010-12-29T07:52:59.582027Z,0.620947,383.7773474,
20101229T080443Z,"['2C.BB16.', '2C.BB10.', '2C.BB07.']",2010-12-29T08:04:43.222027Z,3.410947,3428.826839,
20101229T094754Z,"['2C.BB13.', '2C.BB01.', '2C.BB16.', '2C.BB08.', '2C.BB07.', '2C.BB06.', '2C.BB12.', '2C.BB15.', '2C.BB11.', '2C.BB17.', '2C.BB03.', '2C.BB10.', '2C.BB14.', '2C.BB04.']",2010-12-29T09:47:54.532026Z,365.720947,79178.99821,"STICK-SLIP, PRATT14"
20101229T095759Z,"['2C.BB10.', '2C.BB04.', '2C.BB03.', '2C.BB07.', '2C.BB01.', '2C.BB14.', '2C.BB15.', '2C.BB12.']",2010-12-29T09:57:59.612026Z,76.495947,25371.07645,"STICK-SLIP, PRATT14"
20101229T095808Z,"['2C.BB04.', '2C.BB03.', '2C.BB07.', '2C.BB01.', '2C.BB14.', '2C.BB15.', '2C.BB12.']",2010-12-29T09:58:08.487027Z,138.730947,31315.78622,"STICK-SLIP, PRATT14"
20101229T114109Z,"['2C.BB10.', '2C.BB07.', '2C.BB16.']",2010-12-29T11:41:09.547027Z,6.900947,1799.198133,
20101229T141347Z,"['2C.BB01.', '2C.BB10.', '2C.BB17.', '2C.BB07.']",2010-12-29T14:13:47.922027Z,33.950947,720.1259681,
20101229T145912Z,"['2C.BB15.', '2C.BB16.', '2C.BB13.', '2C.BB01.', '2C.BB08.']",2010-12-29T14:59:12.957026Z,31.745947,1920.485377,
20101229T150303Z,"['2C.BB16.', '2C.BB07.', '2C.BB10.', '2C.BB13.']",2010-12-29T15:03:03.112973Z,33.4,1348.092443,
20101229T150423Z,"['2C.BB10.', '2C.BB12.', '2C.BB01.']",2010-12-29T15:04:23.262027Z,10.425947,627.3897703,
20101229T152643Z,"['2C.BB13.', '2C.BB11.', '2C.BB10.']",2010-12-29T15:26:43.272973Z,1.75,502.3193075,
20101229T153318Z,"['2C.BB11.', '2C.BB01.', '2C.BB13.', '2C.BB08.']",2010-12-29T15:33:18.537973Z,43.075,764.7410462,
